code,cpv_descr
195131006,tyre cord fabric
195132007,adhesive tape of rubberised textiles
195140002,reclaimed rubber
195200007,plastic products
195210004,polystyrene products
195211005,polystyrene sheeting
195212006,polystyrene slabs
195220001,resins
195221002,epoxy resin
195221105,epoxy resin tubing
196000002,leather textile rubber and plastic waste
196100005,leather waste
196200008,textile waste
196300001,rubber waste
196400004,polythene waste and refuse sacks and bags
197000003,synthetic rubber and fibres
197100006,synthetic rubber
197200009,synthetic fibres
197210006,synthetic filament tow
197220003,high tenacity yarn
197230000,single textured yarn
197240007,synthetic monofilament
197300002,artificial fibres
197310009,artificial staple fibres
197320006,polypropylene
197330003,artificial textured yarn
220000000,printed matter and related products
221000001,printed books brochures and leaflets
221100004,printed books
221110001,school books
221120008,textbooks
221130005,library books
221140002,dictionaries maps music books and other books
221141003,dictionaries
221142004,atlases
221143005,maps
221143108,cadastral maps
221143115,blueprints
221144006,printed music
221145007,encyclopaedias
221200007,publications
221210004,technical publications
221300000,directories
221400003,leaflets
221500006,brochures
221600009,booklets
222000002,newspapers journals periodicals and magazines
222100005,newspapers
222110002,journals
222111003,official journals
222120009,periodicals
222121000,serials
222130006,magazines
223000003,postcards greeting cards and other printed matter
223100006,postcards
223120000,pictures
223130007,transfers
223140004,designs
223150001,photographs
223200009,greeting cards
223210006,christmas cards
224000004,stamps cheque forms banknotes stock certificates trade advertising material catalogues and manuals
224100007,stamps
224110004,christmas stamps
224120001,new stamps
224130008,savings stamps
224140005,mail stamp holders
224200000,stamp impressed paper
224300003,banknotes
224400006,cheque forms
224500009,security type printed matter
224510006,passports
224520003,postal orders
224530000,car tax discs
224540007,driving licences
224550004,id cards
224551005,identity bracelet
224560001,permits
224570008,entrance cards
224580005,bespoke printed matter
224590002,tickets
224591003,advertising stickers and strips
224600002,trade advertising material commercial catalogues and manuals
224610009,catalogues
224611000,list holders
224620006,advertising material
224700005,manuals
224710002,computer manuals
224720009,instruction manuals
224730006,technical manuals
225000005,printing plates or cylinders or other media for use in printing
225100008,offset plates
225200001,dry etching equipment
225210008,embossing equipment
226000006,ink
226100009,printing ink
226110006,intaglio ink
226120003,india ink
228000008,paper or paperboard registers account books binders forms and other articles of printed stationery
228100001,paper or paperboard registers
228130002,account books
228140009,receipt books
228150006,notebooks
228160003,pads
228161004,note pads
228162005,shorthand notebook
228163006,sticky note pads
228170000,diaries or personal organisers
228190004,address books
228200004,forms
228210001,electoral forms
228220008,business forms
228221009,continuous business forms
228222000,non continuous business forms
228300007,exercise books
228310004,refills for school notebooks
228320001,exercise papers
228400000,albums for samples
228410007,collection albums
228411008,stamp books
228412009,philatelic binders
228500003,binders and related accessories
228510000,binders
228520007,folders
228521008,file covers
228530004,file holders
229000009,miscellaneous printed matter
229900006,newsprint handmade paper and other uncoated paper or paperboard for graphic purposes
229910003,paper for newsprint
229920000,hand made paper or paperboard
229930007,photosensitive heat sensitive or thermographic paper and paperboard
229931008,photosensitive paper or paperboard
229932009,heat sensitive paper or paperboard
229933000,thermographic paper or paperboard
229934001,corrugated paper or paperboard
240000004,chemical products
241000005,gases
241100008,industrial gases
241110005,hydrogen argon rare gases nitrogen and oxygen
241111006,argon
241112007,rare gases
241113008,helium
241114009,neon
241115000,medical gases
241116001,hydrogen
241117002,nitrogen
241118003,liquid nitrogen
241119004,oxygen
241120002,inorganic oxygen compounds
241121003,carbon dioxide
241122004,nitrogen oxides
241123005,gaseous inorganic oxygen compounds
241130009,liquid and compressed air
241131000,liquid air
241132001,compressed air
242000006,dyes and pigments
242100009,oxides peroxides and hydroxides
242110006,zinc oxide and peroxide titanium oxide dyes and pigments
242111007,zinc oxide
242112008,zinc peroxide
242113009,titanium oxide
242120003,chromium manganese magnesium lead and copper oxides and hydroxides
242121004,chromium oxide
242122005,manganese oxide
242123006,lead oxide
242124007,copper oxide
242125008,magnesium oxide
242126009,hydroxides for dyes and pigments
242126102,chromium hydroxide
242126205,manganese hydroxide
242126308,lead hydroxide
242126401,copper hydroxide
242126504,magnesium hydroxide
242130000,hydrated lime
242200002,tanning extracts dyeing extracts tannins and colouring matter
242210009,dyeing extracts
242220006,tanning extracts
242230003,tannins
242240000,colouring matter
242250007,tanning preparations
243000007,basic inorganic and organic chemicals
243100000,basic inorganic chemicals
243110007,chemical elements inorganic acids and compounds
243111008,metalloids
243111101,phosphides
243111204,carbides
243111307,hydrides
243111400,nitrides
243111503,azides
243111606,silicides
243111709,borides
243111802,refined sulphur
243112009,halogen
243113000,alkali metals
243113103,mercury
243114001,hydrogen chloride inorganic acids silicon dioxide and sulphur dioxide
243114104,inorganic acids
243114111,sulphuric acid
243114207,phosphoric acid
243114300,polyphosphoric acids
243114403,hexafluorosilicic acid
243114506,sulphur dioxide
243114609,silicon dioxide
243114702,hydrogen chloride
243115002,hydroxides as basic inorganic chemicals
243115105,metal oxides
243115112,iron pyrites and iron oxides
243115208,sodium hydroxide
243115215,caustic soda
243115222,liquid soda
243116003,sulphur compounds
243117004,sulphur
243118005,carbon
243119006,chlorine
243120004,metallic halogenates hypochlorites chlorates and perchlorates
243121005,metallic halogenates
243121108,sodium hexafluorosilicate
243121201,chlorides
243121218,aluminium chloride
243121225,ferric chloride
243121232,poly aluminium chloride
243121304,aluminium chlorohydrate
243122006,hypochlorites and chlorates
243122109,sodium chlorite
243122202,sodium hypochlorite
243130001,sulphides sulphates nitrates phosphates and carbonates
243131002,sulphides sulphites and sulphates
243131105,miscellaneous sulphides
243131112,hydrogen sulphide
243131129,polysulphides
243131208,sulphates
243131215,sodium thiosulphate
243131222,ferric sulphate
243131239,sulphate of aluminium
243131246,sodium sulphate
243131253,iron sulphate
243131260,copper sulphate
243132003,phosphinates phosphonates phosphates and polyphosphates
243132106,sodium hexametaphosphate
243132209,phosphates
243133004,carbonates
243133107,sodium carbonate
243133200,sodium bicarbonate
243134005,nitrates
243140008,miscellaneous metal acid salts
243141009,potassium permanganate
243142000,oxometallic acid salts
243150005,miscellaneous inorganic chemicals
243151006,heavy water other isotopes and their compounds
243152007,cyanide cyanide oxide fulminates cyanates silicates borates perborates salts of inorganic acids
243152100,cyanides
243152203,cyanide oxide
243152306,fulminates
243152409,cyanates
243153008,hydrogen peroxide
243154009,piezo electric quartz
243155000,compounds of rare earth metals
243156001,silicates
243156104,sodium silicate
243157002,borates and perborates
243160002,distilled water
243170009,synthetic stones
243171000,synthetic precious stones
243172001,synthetic semi precious stones
243200003,basic organic chemicals
243210000,hydrocarbons
243211001,saturated hydrocarbons
243211104,saturated acyclic hydrocarbons
243211111,methane
243211128,ethylene
243211135,propene
243211142,butene
243211159,acetylene
243211207,saturated cyclic hydrocarbons
243212002,unsaturated hydrocarbons
243212105,unsaturated acyclic hydrocarbons
243212208,unsaturated cyclic hydrocarbons
243212215,benzene
243212222,toluene
243212239,o xylenes
243212246,m xylenes
243212253,styrene
243212260,ethylbenzene
243213003,other halogenated derivatives of hydrocarbons
243213106,tetrachloroethylene
243213209,carbon tetrachloride
243220007,alcohols phenols phenol alcohols and their halogenated sulphonated nitrated or nitrosated derivatives industrial fatty alcohols
243221008,industrial fatty alcohols
243222009,monohydric alcohols
243222102,methanol
243222205,ethanol
243223000,diols polyalcohols and derivatives
243223103,ethylene glycol
243223206,alcohol derivatives
243224001,phenols and derivatives
243225002,alcohol
243225105,ethyl alcohol
243230004,industrial monocarboxylic fatty acids
243231005,acid oils from refining
243232006,carboxylic acids
243232109,acetic acid
243232202,peracetic acid
243233007,unsaturated monocarboxylic acids and compounds
243233100,esters of methacrylic acid
243233203,esters of acrylic acid
243234008,aromatic polycarboxylic and carboxylic acids
243240001,organic compounds with nitrogen functions
243241002,amine function compounds
243242003,oxygen function amino compounds
243243004,ureines
243244005,compounds with nitrogen functions
243250008,organo sulphur compounds
243260005,aldehyde ketone organic peroxides and ethers
243261006,aldehyde function compounds
243262007,ketone and quinone function compounds
243263008,organic peroxides
243263101,ethylene oxide
243263204,ethers
243270002,miscellaneous organic chemicals
243271003,vegetable derivatives for dyeing
243272004,wood charcoal
243273005,oils and products of the distillation of high temperature coal tar pitch and pitch tar
243273108,coal tar
243273115,creosote
243273201,pitch
243273304,pitch tar
243274006,resin products
243275007,residual lyes from the manufacture of wood pulp
244000008,fertilisers and nitrogen compounds
244100001,nitrogenous fertilisers
244110008,nitric acid and salts
244111009,sodium nitrate
244120005,sulphonitric acids
244130002,ammonia
244131003,liquid ammonia
244132004,ammonium chloride
244133005,ammonium sulphate
244200004,phosphatic fertilisers
244210001,mineral phosphatic fertilisers
244220008,chemical phosphatic fertilisers
244300007,animal or vegetal fertilisers
